DATE,MONTH,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_mean,ROMA_temp_min,ROMA_temp_max
20010109,1,4,0.88,1.0155,0.91,7.9,8.5,4.0,13.0
20010110,1,5,0.84,1.0226,0.84,6.3,9.5,5.0,14.0
20010111,1,6,0.89,1.022,0.69,3.6,13.1,10.8,15.4
20010112,1,6,0.91,1.0174,0.54,2.0,11.1,7.8,14.4
20010113,1,6,0.87,1.012,0.34,0.0,10.0,6.6,13.4
20010114,1,3,0.58,1.0114,0.69,3.8,8.3,4.6,12.0
20010115,1,5,0.76,1.018,0.28,0.3,5.3,2.0,8.6
20010116,1,8,0.93,1.0218,0.44,0.8,5.9,3.6,9.0
20010117,1,8,0.87,1.0211,0.16,0.0,8.6,6.0,11.2
20010118,1,5,0.94,1.0202,0.58,3.2,10.0,6.2,13.8
20010119,1,7,0.93,1.02,0.18,0.0,8.5,6.0,11.0
20010120,1,5,0.88,1.0175,0.94,9.2,9.0,5.0,13.0
20010121,1,2,0.92,1.0192,0.99,4.3,8.4,4.0,12.8
20010122,1,4,0.94,1.0231,0.69,7.2,8.8,4.2,13.4
20010123,1,6,0.9,1.0183,0.52,3.5,10.5,6.4,14.6
20010124,1,6,0.94,1.0175,0.69,1.3,11.2,7.0,15.4
20010125,1,5,0.95,1.0155,0.8,3.3,14.4,12.0,16.8
20010126,1,6,0.97,1.0139,0.32,0.0,10.7,7.0,14.4
20010127,1,6,0.95,1.0082,0.31,0.3,8.9,5.8,12.0
20010128,1,6,0.89,1.0022,0.55,1.4,9.3,5.6,13.0
20010129,1,7,0.95,0.9989,0.12,0.0,11.1,9.0,13.2
20010130,1,8,0.97,1.0014,0.18,0.0,8.0,6.0,10.0
20010131,1,3,0.85,1.0066,0.95,4.6,7.7,4.0,11.4
20010201,2,6,0.82,1.0082,0.61,3.4,6.1,3.6,8.6
20010202,2,2,0.48,1.0144,1.27,9.0,4.1,0.6,7.6
20010203,2,4,0.8,1.0183,0.43,1.5,3.9,-2.4,10.2
20010204,2,6,0.95,1.0183,0.3,0.2,9.3,6.0,12.6
20010205,2,5,0.92,1.0184,0.44,1.0,9.2,4.2,14.2
20010206,2,4,0.86,1.0236,1.23,8.8,11.7,7.2,16.2
20010207,2,3,0.9,1.0236,1.28,8.4,10.6,4.8,16.4
20010208,2,2,0.71,1.0155,1.3,8.0,11.1,6.0,16.2
20010209,2,5,0.96,1.0145,0.67,3.3,12.3,9.6,15.0
20010210,2,4,0.85,1.0194,1.22,8.2,11.5,7.4,15.6
20010211,2,3,0.74,1.0292,0.83,3.5,10.8,6.8,14.8
20010212,2,1,0.72,1.0296,1.36,9.4,10.0,3.6,16.4
20010213,2,4,0.81,1.0207,1.02,4.0,9.0,3.8,14.2
20010214,2,5,0.85,1.0204,1.06,5.7,10.2,5.2,15.2
20010215,2,2,0.86,1.0262,1.26,8.4,9.3,3.8,14.8
20010216,2,4,0.84,1.0299,1.22,8.6,9.0,4.0,14.0
20010217,2,6,0.9,1.0259,0.41,0.5,8.1,4.2,12.0
20010218,2,3,0.86,1.0239,1.36,8.2,9.2,3.8,14.6
20010219,2,1,0.79,1.0251,1.4,5.5,9.2,3.0,15.4
20010220,2,4,0.88,1.0213,0.97,6.0,7.4,1.4,13.4
20010221,2,1,0.65,1.0196,1.6,9.9,8.1,2.4,13.8
20010222,2,5,0.87,1.0128,1.09,5.6,7.8,2.0,13.6
20010223,2,7,0.91,1.0028,0.29,0.0,11.6,10.2,13.0
20010224,2,8,0.89,0.9988,0.47,0.3,11.9,10.2,13.6
20010225,2,7,0.92,1.0004,0.26,0.0,9.2,7.0,11.4
20010226,2,6,0.81,1.0006,0.45,1.4,4.8,0.4,9.2
20010227,2,2,0.71,1.0077,1.68,9.4,4.0,-1.8,9.8
20010228,2,7,0.88,0.9993,0.31,0.0,6.5,2.8,10.2
20010301,3,5,0.88,1.0041,1.27,5.8,6.9,2.6,11.2
20010302,3,7,0.94,1.0067,0.29,0.0,10.3,5.4,15.2
20010303,3,7,0.76,1.0028,1.34,3.1,16.9,14.6,19.2
20010304,3,5,0.93,1.0088,1.36,5.6,15.1,12.0,18.2
20010305,3,7,0.89,1.013,0.93,1.4,16.6,13.4,19.8
20010306,3,5,0.85,1.0175,1.25,3.2,14.0,9.6,18.4
20010307,3,6,0.94,1.0182,0.66,0.2,12.4,8.8,16.0
20010308,3,7,0.94,1.0143,0.6,0.0,12.1,7.8,16.4
20010309,3,5,0.89,1.0124,1.29,4.7,14.1,11.0,17.2
20010310,3,5,0.9,1.0148,1.46,5.9,12.4,8.6,16.2
20010311,3,5,0.87,1.0168,1.7,7.5,13.7,10.0,17.4
20010312,3,6,0.92,1.0176,1.48,4.5,13.9,10.2,17.6
20010313,3,5,0.87,1.0086,0.97,5.1,12.0,8.6,15.4
20010314,3,2,0.79,1.0117,2.11,10.1,11.2,5.2,17.2
20010315,3,2,0.88,1.0163,1.91,8.9,10.9,5.2,16.6
20010316,3,6,0.84,1.0171,1.72,6.5,13.5,9.4,17.6
20010317,3,6,0.76,1.0088,1.13,3.2,15.0,11.0,19.0
20010318,3,5,0.89,1.0104,1.76,5.3,13.0,9.0,17.0
20010319,3,4,0.88,1.0139,1.9,9.1,11.7,7.0,16.4
20010320,3,6,0.85,1.0156,1.35,3.4,13.6,10.2,17.0
20010321,3,5,0.89,1.0126,1.49,3.4,14.3,9.8,18.8
20010322,3,5,0.82,1.0079,1.97,8.8,16.0,11.4,20.6
20010323,3,4,0.85,1.0126,1.68,4.4,15.8,10.2,21.4
20010324,3,0,0.7,1.01,2.14,9.7,16.4,8.4,24.4
20010325,3,6,0.48,1.0026,0.66,0.0,18.3,15.0,21.6
20010326,3,6,0.83,1.0065,1.32,2.2,14.1,11.4,16.8
20010327,3,6,0.9,1.0092,1.79,7.2,12.9,9.2,16.6
20010328,3,5,0.86,1.0143,1.93,8.3,13.3,8.6,18.0
20010329,3,5,0.88,1.0107,1.81,6.5,12.7,8.2,17.2
20010330,3,6,0.93,1.0021,1.0,2.2,9.6,6.0,13.2
20010331,3,3,0.76,1.0097,1.95,7.8,12.0,5.0,19.0
20010401,4,1,0.7,1.0168,2.42,10.7,13.4,6.8,20.0
20010402,4,0,0.6,1.0213,2.39,11.0,11.7,4.8,18.6
20010403,4,1,0.79,1.0212,2.35,10.9,11.7,5.6,17.8
20010404,4,4,0.82,1.0196,2.28,10.4,12.4,7.2,17.6
20010405,4,5,0.79,1.0137,1.33,5.1,10.5,3.6,17.4
20010406,4,4,0.7,1.0151,2.41,11.4,12.0,5.0,19.0
20010407,4,5,0.85,1.0103,1.64,3.4,13.2,8.0,18.4
20010408,4,5,0.85,1.0061,1.98,9.2,11.9,7.6,16.2
20010409,4,2,0.69,1.0128,2.48,11.2,12.7,5.8,19.6
20010410,4,3,0.75,1.012,2.41,9.7,13.1,6.8,19.4
20010411,4,6,0.91,1.0046,1.64,5.8,12.9,10.0,15.8
20010412,4,4,0.85,1.0079,1.24,5.6,12.3,8.2,16.4
20010413,4,3,0.75,1.0105,2.32,9.1,13.9,7.8,20.0
20010414,4,5,0.92,1.0103,0.21,0.0,7.5,3.8,11.2
20010415,4,3,0.62,1.017,2.67,10.7,7.3,1.6,13.0
20010416,4,8,0.94,1.0128,0.59,0.0,11.4,8.0,14.8
20010417,4,5,0.86,1.0087,1.81,6.0,12.2,8.0,16.4
20010418,4,3,0.81,1.0105,2.48,10.5,10.6,4.6,16.6
20010419,4,5,0.89,1.0084,2.14,9.1,13.6,10.6,16.6
20010420,4,7,0.95,1.0033,0.6,0.0,11.9,9.8,14.0
20010421,4,5,0.75,1.0001,2.02,6.6,10.8,7.8,13.8
20010422,4,3,0.75,0.999,2.37,8.4,9.2,5.0,13.4
20010423,4,5,0.85,1.0059,1.58,5.4,9.4,3.6,15.2
20010424,4,2,0.85,1.0155,2.67,11.0,12.4,5.6,19.2
20010425,4,4,0.81,1.0203,2.59,9.8,15.5,9.0,22.0
20010426,4,3,0.74,1.0175,2.36,8.5,16.0,10.4,21.6
20010427,4,5,0.92,1.0168,2.21,7.9,14.9,9.8,20.0
20010428,4,5,0.85,1.0148,1.93,8.9,16.1,12.2,20.0
20010429,4,2,0.8,1.0131,2.72,11.9,16.6,9.8,23.4
20010430,4,2,0.82,1.0122,2.74,11.4,17.2,10.8,23.6
20010501,5,3,0.72,1.0161,2.65,11.8,17.9,10.6,25.2
20010502,5,4,0.71,1.0139,2.5,9.8,19.7,12.6,26.8
20010503,5,6,0.8,1.0079,1.81,4.0,20.1,14.8,25.4
20010504,5,5,0.9,1.0041,2.11,6.5,17.8,12.6,23.0
20010505,5,6,0.95,1.0011,0.91,0.5,16.3,13.2,19.4
20010506,5,6,0.94,1.0061,1.49,2.2,15.2,12.6,17.8
20010507,5,8,0.98,1.0109,0.61,0.0,13.8,12.4,15.2
20010508,5,4,0.93,1.0151,2.63,10.6,16.3,11.0,21.6
20010509,5,2,0.92,1.0164,2.72,11.5,16.4,10.6,22.2
20010510,5,4,0.92,1.0135,2.12,6.0,17.8,12.8,22.8
20010511,5,4,0.78,1.0106,2.48,8.2,17.6,12.0,23.2
20010512,5,2,0.61,1.0109,2.77,12.0,17.6,10.6,24.6
20010513,5,1,0.59,1.0127,2.99,12.5,17.2,10.2,24.2
20010514,5,3,0.84,1.0149,2.88,11.6,17.3,11.8,22.8
20010515,5,5,0.77,1.0166,1.79,4.4,17.0,13.0,21.0
20010516,5,3,0.9,1.0187,2.51,8.2,17.5,11.8,23.2
20010517,5,6,0.68,1.0152,1.76,2.5,20.6,14.0,27.2
20010518,5,6,0.83,1.0112,1.52,4.8,20.9,15.8,26.0
20010519,5,5,0.79,1.0109,1.55,3.8,22.4,17.6,27.2
20010520,5,6,0.8,1.0144,0.58,0.0,19.7,16.0,23.4
20010521,5,6,0.8,1.0138,1.34,3.5,21.3,17.0,25.6
20010522,5,2,0.78,1.0102,2.44,9.5,20.7,14.8,26.6
20010523,5,5,0.89,1.0161,1.71,3.5,20.3,16.4,24.2
20010524,5,6,0.93,1.0171,0.94,0.8,19.1,15.0,23.2
20010525,5,6,0.91,1.0127,1.86,6.0,19.3,14.8,23.8
20010526,5,3,0.76,1.0139,2.71,10.8,19.6,12.8,26.4
20010527,5,2,0.64,1.0207,3.03,12.6,20.1,12.8,27.4
20010528,5,2,0.65,1.0227,2.87,12.0,21.1,14.0,28.2
20010529,5,3,0.64,1.0206,2.94,12.0,22.4,15.6,29.2
20010530,5,0,0.7,1.0175,3.1,12.2,22.5,16.0,29.0
20010531,5,1,0.58,1.015,3.15,12.2,21.3,15.2,27.4
20010601,6,4,0.79,1.0101,2.9,11.0,21.6,16.2,27.0
20010602,6,4,0.8,1.0115,2.85,10.9,20.5,15.4,25.6
20010603,6,4,0.8,1.0089,2.57,11.4,19.5,16.2,22.8
20010604,6,1,0.53,1.0186,3.24,12.2,18.5,13.0,24.0
20010605,6,1,0.63,1.0218,3.18,11.9,18.1,11.0,25.2
20010606,6,3,0.6,1.0165,2.98,11.9,18.4,11.8,25.0
20010607,6,1,0.68,1.0141,3.15,12.8,20.7,14.0,27.4
20010608,6,2,0.71,1.0161,3.14,12.0,20.4,14.4,26.4
20010609,6,1,0.51,1.0152,3.2,13.0,20.2,13.0,27.4
20010610,6,5,0.31,1.0123,2.07,7.2,25.4,21.6,29.2
20010611,6,6,0.68,1.0147,1.17,1.2,20.6,15.8,25.4
20010612,6,5,0.65,1.0158,2.21,6.9,21.7,14.8,28.6
20010613,6,4,0.77,1.0126,2.11,6.5,21.8,15.6,28.0
20010614,6,2,0.67,1.0129,3.04,12.5,21.1,15.6,26.6
20010615,6,0,0.61,1.0161,3.0,12.2,21.5,15.0,28.0
20010616,6,1,0.5,1.0137,3.03,12.0,22.2,14.6,29.8
20010617,6,2,0.69,1.0118,3.01,11.8,21.8,17.6,26.0
20010618,6,4,0.72,1.0111,2.08,5.7,20.0,15.0,25.0
20010619,6,4,0.61,1.0134,2.32,8.0,20.5,14.0,27.0
20010620,6,3,0.6,1.014,3.1,12.3,20.0,13.0,27.0
20010621,6,2,0.55,1.0137,3.16,11.9,20.9,13.8,28.0
20010622,6,1,0.58,1.0143,3.24,12.7,21.1,14.6,27.6
20010623,6,1,0.69,1.0138,3.14,12.8,21.8,15.8,27.8
20010624,6,0,0.56,1.0166,3.08,12.3,22.8,15.8,29.8
20010625,6,1,0.61,1.018,3.04,12.0,24.7,18.0,31.4
20010626,6,0,0.59,1.0178,3.0,12.5,25.4,18.8,32.0
20010627,6,0,0.5,1.0154,2.99,12.6,25.1,18.0,32.2
20010628,6,5,0.59,1.014,1.12,2.1,24.4,18.6,30.2
20010629,6,4,0.73,1.0159,1.86,6.5,24.0,18.8,29.2
20010630,6,0,0.67,1.0175,3.03,12.0,24.0,16.6,31.4
20010701,7,3,0.69,1.0165,2.42,8.7,24.9,19.0,30.8
20010702,7,2,0.54,1.017,2.73,12.5,25.0,19.0,31.0
20010703,7,1,0.51,1.0155,3.06,12.0,23.2,16.8,29.6
20010704,7,3,0.53,1.0136,2.93,11.3,23.3,16.8,29.8
20010705,7,2,0.52,1.0145,2.88,11.5,24.4,17.6,31.2
20010706,7,4,0.5,1.0151,2.06,7.4,25.6,18.6,32.6
20010707,7,4,0.68,1.0137,2.57,9.2,25.8,21.2,30.4
20010708,7,2,0.74,1.0151,2.93,11.1,24.5,19.4,29.6
20010709,7,2,0.7,1.0158,2.87,11.0,24.4,18.0,30.8
20010710,7,5,0.8,1.0161,0.64,0.8,23.3,19.2,27.4
20010711,7,0,0.72,1.0147,2.95,12.0,24.0,17.6,30.4
20010712,7,1,0.78,1.0131,2.99,11.5,25.6,20.0,31.2
20010713,7,1,0.73,1.0127,3.0,12.5,24.8,19.2,30.4
20010714,7,1,0.68,1.0126,2.87,11.7,25.6,19.0,32.2
20010715,7,1,0.61,1.0121,2.97,12.1,26.1,19.6,32.6
20010716,7,4,0.61,1.0121,2.63,9.0,27.7,21.4,34.0
20010717,7,3,0.59,1.0108,2.92,12.1,23.8,19.8,27.8
20010718,7,1,0.69,1.0112,2.83,12.6,22.8,16.8,28.8
20010719,7,1,0.63,1.0073,3.02,12.3,26.0,20.8,31.2
20010720,7,5,0.8,1.0096,2.01,9.4,21.7,18.0,25.4
20010721,7,1,0.64,1.0155,2.9,12.4,22.0,15.2,28.8
20010722,7,1,0.63,1.0161,2.95,12.4,23.3,16.4,30.2
20010723,7,1,0.61,1.0132,2.91,12.5,24.1,17.2,31.0
20010724,7,1,0.61,1.012,2.86,12.2,23.7,17.2,30.2
20010725,7,1,0.58,1.0118,2.91,12.2,23.9,16.2,31.6
20010726,7,1,0.53,1.0128,2.72,12.4,25.7,18.0,33.4
20010727,7,1,0.55,1.0144,2.76,12.0,27.0,20.0,34.0
20010728,7,1,0.58,1.0158,2.76,11.7,27.0,19.8,34.2
20010729,7,1,0.61,1.0165,2.74,12.0,26.8,19.8,33.8
20010730,7,1,0.66,1.0167,2.62,10.7,27.4,20.4,34.4
20010731,7,0,0.56,1.0173,2.83,12.0,27.0,20.4,33.6
20010801,8,0,0.53,1.0162,2.8,12.3,27.7,21.4,34.0
20010802,8,0,0.47,1.0154,2.76,12.2,28.1,21.2,35.0
20010803,8,0,0.47,1.0151,2.56,11.3,29.1,22.0,36.2
20010804,8,1,0.56,1.0161,2.6,10.8,28.2,21.6,34.8
20010805,8,0,0.73,1.0159,2.78,12.0,26.3,21.0,31.6
20010806,8,1,0.68,1.0148,2.69,12.0,25.2,19.0,31.4
20010807,8,1,0.7,1.014,2.6,12.0,25.2,18.8,31.6
20010808,8,1,0.72,1.0152,2.73,12.0,26.0,20.0,32.0
20010809,8,1,0.68,1.0164,2.66,12.0,26.1,19.6,32.6
20010810,8,0,0.57,1.0154,2.72,12.0,26.4,18.6,34.2
20010811,8,4,0.67,1.0142,2.27,10.0,26.7,21.0,32.4
20010812,8,1,0.44,1.0151,2.78,11.7,24.5,18.0,31.0
20010813,8,1,0.47,1.0144,2.71,12.3,23.6,16.8,30.4
20010814,8,0,0.66,1.0157,2.65,12.0,23.9,17.2,30.6
20010815,8,0,0.55,1.0185,2.61,11.9,25.3,18.4,32.2
20010816,8,1,0.62,1.0174,2.58,11.7,25.9,18.8,33.0
20010817,8,2,0.66,1.0152,2.49,11.4,26.4,19.4,33.4
20010818,8,5,0.64,1.0137,1.95,7.4,26.1,20.4,31.8
20010819,8,2,0.66,1.0132,2.5,12.0,25.9,19.8,32.0
20010820,8,3,0.71,1.0126,2.24,9.4,26.0,19.8,32.2
20010821,8,2,0.77,1.0127,2.51,10.3,25.9,20.2,31.6
20010822,8,2,0.8,1.0139,1.98,9.2,25.3,19.4,31.2
20010823,8,2,0.72,1.014,2.47,11.8,24.5,18.2,30.8
20010824,8,1,0.71,1.0141,2.37,10.8,26.3,19.8,32.8
20010825,8,2,0.76,1.0156,2.15,9.5,26.1,20.4,31.8
20010826,8,1,0.79,1.0168,2.35,10.6,26.3,21.0,31.6
20010827,8,1,0.79,1.0145,2.29,10.5,26.4,20.8,32.0
20010828,8,1,0.75,1.0122,2.28,10.5,26.5,20.2,32.8
20010829,8,1,0.81,1.0109,2.34,11.2,25.3,19.6,31.0
20010830,8,2,0.79,1.0083,2.1,10.0,25.3,19.4,31.2
20010831,8,4,0.84,1.0094,2.01,8.8,24.9,21.8,28.0
20010901,9,5,0.73,1.0109,1.75,7.3,22.4,17.8,27.0
20010902,9,2,0.75,1.0119,1.97,9.5,21.6,16.4,26.8
20010903,9,1,0.73,1.0156,1.98,10.5,22.0,16.0,28.0
20010904,9,3,0.66,1.0143,2.05,9.4,21.1,15.0,27.2
20010905,9,4,0.68,1.006,1.73,8.4,21.1,15.0,27.2
20010906,9,1,0.69,1.0103,2.27,11.0,20.0,13.0,27.0
20010907,9,2,0.73,1.0114,2.28,11.0,20.8,13.8,27.8
20010908,9,2,0.73,1.0127,2.08,10.6,20.9,14.4,27.4
20010909,9,5,0.87,1.0071,1.49,6.5,22.4,19.6,25.2
20010910,9,4,0.77,1.0056,1.86,9.4,18.9,12.8,25.0
20010911,9,1,0.59,1.0131,2.25,11.0,17.0,9.6,24.4
20010912,9,2,0.67,1.0162,1.78,8.7,18.0,11.6,24.4
20010913,9,1,0.75,1.0181,2.16,10.6,19.0,13.0,25.0
20010914,9,6,0.84,1.0112,1.3,4.5,19.8,14.4,25.2
20010915,9,4,0.71,1.0095,2.14,10.2,19.6,15.4,23.8
20010916,9,5,0.88,1.0101,1.15,2.2,18.1,13.6,22.6
20010917,9,5,0.73,1.0054,0.86,3.1,16.9,12.4,21.4
20010918,9,3,0.69,1.012,1.34,6.2,15.7,9.6,21.8
20010919,9,1,0.62,1.0185,2.09,10.6,17.0,10.0,24.0
20010920,9,6,0.67,1.0195,0.64,0.9,16.4,10.8,22.0
20010921,9,1,0.73,1.0161,1.96,10.0,18.5,10.8,26.2
20010922,9,2,0.7,1.0132,1.86,9.5,20.1,11.8,28.4
20010923,9,6,0.93,1.0084,0.85,1.2,20.9,16.8,25.0
20010924,9,6,0.91,1.0114,1.16,4.8,23.1,20.4,25.8
20010925,9,3,0.85,1.0151,1.77,10.0,20.4,16.2,24.6
20010926,9,3,0.8,1.0166,1.68,9.5,19.8,15.4,24.2
20010927,9,2,0.75,1.0188,1.88,10.5,18.6,12.2,25.0
20010928,9,2,0.78,1.0189,1.81,10.3,18.6,12.0,25.2
20010929,9,4,0.78,1.0183,1.62,7.5,19.3,12.4,26.2
20010930,9,6,0.84,1.0168,0.77,1.3,21.0,17.0,25.0
20011001,10,4,0.89,1.02,1.35,6.4,21.8,17.2,26.4
20011002,10,2,0.83,1.0227,1.61,10.0,21.0,15.0,27.0
20011003,10,1,0.82,1.0206,1.68,10.0,20.2,13.8,26.6
20011004,10,2,0.87,1.0169,1.54,9.2,19.9,13.8,26.0
20011005,10,5,0.87,1.016,1.29,6.0,22.4,17.4,27.4
20011006,10,5,0.89,1.0153,1.15,4.2,23.2,19.0,27.4
20011007,10,3,0.87,1.0147,1.45,8.0,22.5,16.8,28.2
20011008,10,4,0.9,1.0162,1.11,6.8,21.9,17.8,26.0
20011009,10,3,0.86,1.0174,1.32,8.0,21.1,15.8,26.4
20011010,10,4,0.81,1.0226,0.97,4.2,21.8,17.0,26.6
20011011,10,1,0.81,1.026,1.55,9.5,21.6,15.8,27.4
20011012,10,2,0.71,1.0244,1.53,10.0,21.2,15.4,27.0
20011013,10,0,0.69,1.0219,1.53,9.9,20.4,12.8,28.0
20011014,10,0,0.74,1.0191,1.52,9.7,19.9,12.8,27.0
20011015,10,1,0.77,1.0184,1.46,9.4,18.9,12.2,25.6
20011016,10,2,0.81,1.0214,1.25,7.1,18.9,12.6,25.2
20011017,10,4,0.84,1.0216,1.09,5.7,19.3,14.2,24.4
20011018,10,2,0.85,1.019,1.12,7.0,19.1,13.2,25.0
20011019,10,1,0.83,1.0181,1.28,8.4,19.2,13.2,25.2
20011020,10,2,0.78,1.0172,1.25,7.0,19.3,13.0,25.6
20011021,10,5,0.73,1.0127,0.94,4.5,21.5,18.0,25.0
20011022,10,3,0.83,1.0166,1.39,9.0,19.7,15.0,24.4
20011023,10,2,0.83,1.0192,1.15,8.4,17.9,12.4,23.4
20011024,10,5,0.85,1.0197,1.17,8.5,19.7,15.6,23.8
20011025,10,0,0.73,1.021,1.35,9.4,17.7,12.6,22.8
20011026,10,1,0.71,1.0221,1.36,9.5,16.2,10.4,22.0
20011027,10,1,0.81,1.0246,1.16,9.4,15.8,9.2,22.4
20011028,10,2,0.8,1.027,1.24,7.4,16.3,10.0,22.6
20011029,10,3,0.83,1.0263,1.1,8.8,16.9,10.8,23.0
20011030,10,3,0.85,1.0265,1.13,7.9,17.0,11.2,22.8
20011031,10,3,0.88,1.0267,0.91,5.1,16.9,11.4,22.4
20011101,11,6,0.88,1.0208,0.69,3.0,18.7,14.4,23.0
20011102,11,2,0.6,1.0238,1.22,8.5,17.7,13.0,22.4
20011103,11,1,0.48,1.0239,1.22,8.9,15.0,10.0,20.0
20011104,11,1,0.65,1.0203,1.17,9.0,12.6,6.8,18.4
20011105,11,2,0.74,1.0174,1.13,8.7,12.7,6.0,19.4
20011106,11,6,0.92,1.0171,0.23,0.6,14.1,10.6,17.6
20011107,11,5,0.92,1.0153,0.54,2.5,13.6,8.8,18.4
20011108,11,4,0.89,1.0077,0.81,4.7,14.9,10.0,19.8
20011109,11,6,0.81,1.0012,0.6,2.8,15.4,12.2,18.6
20011110,11,7,0.88,1.0089,0.26,1.2,15.1,10.2,20.0
20011111,11,6,0.67,1.0107,0.21,0.0,20.0,16.0,24.0
20011112,11,5,0.86,1.0098,0.61,3.0,16.4,13.0,19.8
20011113,11,7,0.91,0.9966,0.3,0.0,11.2,8.4,14.0
20011114,11,4,0.88,1.0061,0.78,5.7,11.1,5.4,16.8
20011115,11,5,0.77,1.0217,0.28,1.4,13.7,11.8,15.6
20011116,11,2,0.84,1.0296,0.95,8.0,13.6,8.8,18.4
20011117,11,1,0.88,1.0285,0.95,8.3,13.0,6.6,19.4
20011118,11,5,0.91,1.0204,0.34,1.1,12.8,7.2,18.4
20011119,11,5,0.89,1.0129,0.7,3.7,12.8,9.0,16.6
20011120,11,2,0.81,1.0164,0.92,7.4,11.8,7.2,16.4
20011121,11,2,0.85,1.0279,0.86,7.8,10.8,5.2,16.4
20011122,11,4,0.93,1.0246,0.46,2.8,10.9,5.6,16.2
20011123,11,3,0.76,1.0082,0.8,6.0,10.8,5.4,16.2
20011124,11,1,0.61,1.0173,0.98,8.4,7.3,3.0,11.6
20011125,11,3,0.82,1.0169,0.7,5.5,7.5,2.0,13.0
20011126,11,6,0.87,1.0136,0.64,4.1,11.1,7.2,15.0
20011127,11,7,0.92,1.0133,0.37,1.0,12.8,9.8,15.8
20011128,11,5,0.91,1.0133,0.7,4.5,12.5,9.0,16.0
20011129,11,1,0.81,1.0164,0.88,8.3,10.0,5.2,14.8
20011130,11,3,0.74,1.0154,0.84,7.6,9.6,4.8,14.4
20011201,12,1,0.78,1.0169,0.89,8.5,9.1,3.8,14.4
20011202,12,1,0.86,1.0211,0.8,7.6,8.3,3.4,13.2
20011203,12,0,0.86,1.0227,0.82,8.2,7.3,2.2,12.4
20011204,12,4,0.88,1.023,0.42,3.2,6.1,1.8,10.4
20011205,12,3,0.89,1.0207,0.64,5.6,10.0,5.2,14.8
20011206,12,2,0.9,1.0183,0.71,6.7,9.9,4.8,15.0
20011207,12,1,0.65,1.0187,0.84,8.0,10.7,6.4,15.0
20011208,12,0,0.65,1.0233,0.81,8.0,7.9,3.6,12.2
20011209,12,1,0.68,1.0259,0.62,6.2,6.4,1.4,11.4
20011210,12,1,0.7,1.0288,0.79,7.8,5.7,0.6,10.8
20011211,12,1,0.77,1.0242,0.79,8.1,4.9,0.0,9.8
20011212,12,2,0.76,1.0165,0.61,6.8,5.4,0.2,10.6
20011213,12,2,0.7,1.0126,0.8,8.0,5.0,0.8,9.2
20011214,12,6,0.59,1.0146,0.06,0.0,6.2,5.0,7.4
20011215,12,6,0.87,1.0178,0.06,0.0,6.3,5.0,7.6
20011216,12,5,0.71,1.012,0.37,1.0,5.3,3.0,7.6
20011217,12,0,0.47,1.0205,0.82,8.0,2.4,-0.8,5.6
20011218,12,1,0.64,1.0257,0.82,8.0,2.8,-1.8,7.4
20011219,12,1,0.74,1.0289,0.76,8.0,3.2,-2.2,8.6
20011220,12,6,0.82,1.023,0.55,4.0,5.4,0.0,10.8
20011221,12,6,0.9,1.0176,0.48,3.5,6.2,2.4,10.0
20011222,12,6,0.81,1.0118,0.16,1.0,8.6,7.0,10.2
20011223,12,7,0.87,1.0075,0.29,0.4,8.8,7.0,10.6
20011224,12,7,0.82,1.0077,0.26,0.0,4.3,0.6,8.0
20011225,12,1,0.62,1.013,0.85,8.2,1.3,-2.4,5.0
20011226,12,7,0.85,1.0062,0.33,2.0,7.0,4.0,10.0
20011227,12,4,0.8,1.0046,0.52,3.4,4.5,2.6,6.4
20011228,12,0,0.6,1.0169,0.83,8.0,3.3,-2.6,9.2
20011229,12,6,0.86,1.0149,0.17,0.3,6.9,1.8,12.0
20011230,12,7,0.91,1.0079,0.23,1.6,12.2,10.4,14.0
20011231,12,6,0.87,1.0103,0.1,0.0,8.6,4.0,13.2
20020101,1,0,0.33,1.029,0.89,7.4,3.6,-0.2,7.4
20020102,1,2,0.63,1.0341,0.8,8.2,2.0,-3.2,7.2
20020103,1,1,0.62,1.0248,0.8,8.0,3.7,-1.0,8.4
20020104,1,0,0.52,1.0304,0.85,8.3,1.5,-2.8,5.8
20020105,1,0,0.67,1.0316,0.84,8.2,1.8,-4.0,7.6
20020106,1,0,0.71,1.0292,0.82,7.9,3.5,-3.0,10.0
20020107,1,2,0.81,1.0262,0.78,6.3,5.1,-2.2,12.4
20020108,1,2,0.84,1.0307,0.78,8.1,6.2,0.8,11.6
20020109,1,0,0.72,1.0357,0.85,8.2,4.5,-1.0,10.0
20020110,1,0,0.73,1.0351,0.83,8.2,4.2,-2.0,10.4
20020111,1,1,0.8,1.0335,0.83,7.6,4.4,-1.6,10.4
20020112,1,1,0.83,1.0312,0.85,8.0,4.1,-1.8,10.0
20020113,1,1,0.84,1.028,0.83,7.8,4.4,-1.2,10.0
20020114,1,4,0.85,1.0226,0.4,1.4,3.5,0.0,7.0
20020115,1,2,0.81,1.0182,0.79,6.2,3.0,-1.4,7.4
20020116,1,4,0.93,1.0169,0.3,3.0,2.0,-1.0,5.0
20020117,1,0,0.82,1.0181,0.91,8.3,1.8,-3.4,7.0
20020118,1,1,0.8,1.0205,0.91,8.3,2.7,-1.6,7.0
20020119,1,0,0.8,1.0239,0.93,8.2,3.3,-2.8,9.4
